filename,width,height,class,xmin,ymin,xmax,ymax
611.jpg,1196,642,Coolant,50,470,184,609
611.jpg,1196,642,Battery,988,272,1196,525
611.jpg,1196,642,Fuse box,1088,130,1196,282
611.jpg,1196,642,Coolant,931,122,1106,278
611.jpg,1196,642,Oil intake,894,299,976,386
611.jpg,1196,642,Oil pin,831,321,888,390
177.jpg,1162,660,Engine cover,293,176,655,456
177.jpg,1162,660,Coolant,171,243,286,385
177.jpg,1162,660,Wiper fluid,129,416,217,481
177.jpg,1162,660,Air filter,694,121,856,254
177.jpg,1162,660,Brake fluid,811,89,881,139
177.jpg,1162,660,Fuse box,912,183,1060,326
177.jpg,1162,660,Oil intake,582,220,633,270
177.jpg,1162,660,Oil pin,400,310,452,353
163.jpg,1186,538,Coolant,52,85,171,163
163.jpg,1186,538,Wiper fluid,92,170,178,247
163.jpg,1186,538,Brake fluid,243,68,297,168
163.jpg,1186,538,Engine cover,225,31,729,405
163.jpg,1186,538,Oil pin,373,356,435,407
163.jpg,1186,538,Oil intake,593,97,669,148
163.jpg,1186,538,Air filter,737,224,1067,364
163.jpg,1186,538,Battery,784,28,1002,220
163.jpg,1186,538,Fuse box,980,87,1166,226
605.jpg,1198,582,Coolant,84,78,265,181
605.jpg,1198,582,Air filter,16,144,289,330
605.jpg,1198,582,Engine cover,451,77,793,301
605.jpg,1198,582,Brake fluid,845,70,934,168
605.jpg,1198,582,Battery,868,203,1191,353
605.jpg,1198,582,Fuse box,920,130,1111,215
175.jpg,1150,422,Wiper fluid,139,221,197,312
175.jpg,1150,422,Coolant,97,157,204,285
175.jpg,1150,422,Engine cover,283,121,658,323
175.jpg,1150,422,Oil pin,396,267,426,301
175.jpg,1150,422,Brake fluid,741,60,817,116
175.jpg,1150,422,Battery,717,103,902,209
175.jpg,1150,422,Fuse box,919,134,1060,215
175.jpg,1150,422,Air filter,820,194,1012,297
613.jpg,1204,538,Wiper fluid,36,300,250,470
613.jpg,1204,538,Coolant,107,125,259,248
613.jpg,1204,538,Air filter,853,114,1063,279
613.jpg,1204,538,Oil intake,337,126,412,195
161.jpg,1160,496,Wiper fluid,124,279,200,387
161.jpg,1160,496,Engine cover,287,47,746,307
161.jpg,1160,496,Oil intake,355,124,421,159
161.jpg,1160,496,Oil pin,420,332,482,380
161.jpg,1160,496,Brake fluid,711,8,793,87
161.jpg,1160,496,Battery,766,61,1009,172
161.jpg,1160,496,Fuse box,986,57,1154,197
161.jpg,1160,496,Coolant,501,374,585,423
149.jpg,1186,636,Air filter,49,259,308,515
149.jpg,1186,636,Fuse box,164,58,297,118
149.jpg,1186,636,Battery,758,70,947,163
149.jpg,1186,636,Oil intake,615,274,680,323
149.jpg,1186,636,Brake fluid,309,116,404,245
149.jpg,1186,636,Coolant,861,227,1115,373
149.jpg,1186,636,Wiper fluid,1039,346,1179,492
149.jpg,1186,636,Coolant,918,413,1044,519
48.jpg,1204,612,Battery,776,291,996,395
48.jpg,1204,612,Fuse box,955,259,1101,351
48.jpg,1204,612,Brake fluid,289,228,376,306
48.jpg,1204,612,Wiper fluid,151,428,220,480
48.jpg,1204,612,Coolant,903,447,956,500
48.jpg,1204,612,Oil intake,357,342,407,390
74.jpg,4032,3024,Engine cover,1239,1058,2510,2204
74.jpg,4032,3024,Oil intake,1297,2004,1494,2187
74.jpg,4032,3024,Coolant,2478,1268,2843,1907
74.jpg,4032,3024,Battery,2814,1362,3410,1887
74.jpg,4032,3024,Air filter,472,1436,1107,2168
183.jpg,1066,596,Brake fluid,243,36,319,108
183.jpg,1066,596,Air filter,3,131,248,363
183.jpg,1066,596,Engine cover,318,170,671,342
183.jpg,1066,596,Oil pin,397,346,437,395
183.jpg,1066,596,Oil intake,547,187,605,236
183.jpg,1066,596,Coolant,760,58,905,177
183.jpg,1066,596,Battery,800,148,980,390
183.jpg,1066,596,Fuse box,940,144,1066,350
194.jpg,1108,602,Battery,172,95,371,227
194.jpg,1108,602,Oil intake,285,289,357,351
194.jpg,1108,602,Coolant,288,361,550,528
194.jpg,1108,602,Brake fluid,751,114,832,211
194.jpg,1108,602,Wiper fluid,102,449,169,514
194.jpg,1108,602,Fuse box,85,295,251,427
194.jpg,1108,602,Air filter,851,267,1071,483
194.jpg,1108,602,Oil pin,761,214,788,257
565.jpg,1190,514,Coolant,64,83,256,187
565.jpg,1190,514,Air filter,7,155,276,349
565.jpg,1190,514,Engine cover,450,88,786,301
565.jpg,1190,514,Brake fluid,833,79,923,171
565.jpg,1190,514,Fuse box,902,134,1103,227
565.jpg,1190,514,Battery,836,209,1188,349
9.jpg,1126,614,Oil pin,464,206,509,268
9.jpg,1126,614,Brake fluid,889,54,980,142
9.jpg,1126,614,Coolant,4,194,160,389
9.jpg,1126,614,Wiper fluid,52,378,131,448
9.jpg,1126,614,Battery,769,156,1021,281
9.jpg,1126,614,Air filter,975,311,1123,513
23.jpg,622,1280,Battery,363,72,596,254
23.jpg,622,1280,Engine cover,253,430,363,610
23.jpg,622,1280,Brake fluid,89,666,196,754
23.jpg,622,1280,Fuse box,78,311,243,491
23.jpg,622,1280,Coolant,357,58,482,132
23.jpg,622,1280,Wiper fluid,278,947,600,1107
571.jpg,1112,526,Coolant,122,48,274,144
571.jpg,1112,526,Air filter,87,134,312,328
571.jpg,1112,526,Engine cover,337,89,789,334
571.jpg,1112,526,Fuse box,787,171,914,326
571.jpg,1112,526,Battery,904,113,1059,239
571.jpg,1112,526,Wiper fluid,912,310,994,388
571.jpg,1112,526,Brake fluid,816,64,896,139
571.jpg,1112,526,Oil intake,733,207,790,270
559.jpg,1068,510,Coolant,97,176,264,316
559.jpg,1068,510,Wiper fluid,109,310,211,425
559.jpg,1068,510,Oil intake,322,198,393,256
559.jpg,1068,510,Oil pin,269,127,303,169
559.jpg,1068,510,Brake fluid,676,62,715,121
22.jpg,622,1280,Battery,175,110,410,252
22.jpg,622,1280,Fuse box,127,19,251,116
570.jpg,1062,412,Coolant,104,115,292,209
570.jpg,1062,412,Brake fluid,250,82,298,126
570.jpg,1062,412,Engine cover,290,82,694,247
570.jpg,1062,412,Oil intake,369,129,417,170
570.jpg,1062,412,Battery,725,118,915,248
570.jpg,1062,412,Wiper fluid,923,153,967,191
8.jpg,1200,632,Engine cover,90,61,736,287
8.jpg,1200,632,Oil pin,398,270,452,322
8.jpg,1200,632,Oil intake,175,169,277,233
8.jpg,1200,632,Brake fluid,905,36,1038,122
8.jpg,1200,632,Battery,860,102,1143,303
8.jpg,1200,632,Air filter,969,317,1200,568
168.jpg,1128,582,Coolant,59,119,237,315
168.jpg,1128,582,Wiper fluid,133,299,222,355
168.jpg,1128,582,Oil pin,392,155,433,200
168.jpg,1128,582,Oil intake,528,144,582,189
168.jpg,1128,582,Brake fluid,726,29,774,71
168.jpg,1128,582,Battery,790,32,980,192
168.jpg,1128,582,Fuse box,964,112,1111,278
182.jpg,1208,508,Wiper fluid,159,243,235,315
182.jpg,1208,508,Brake fluid,260,44,342,108
182.jpg,1208,508,Oil intake,326,151,374,194
182.jpg,1208,508,Oil pin,662,214,697,272
182.jpg,1208,508,Coolant,673,297,969,402
182.jpg,1208,508,Battery,778,208,1031,310
182.jpg,1208,508,Fuse box,763,159,1022,217
182.jpg,1208,508,Air filter,821,85,980,166
182.jpg,1208,508,Engine cover,313,127,683,368
61.jpg,1186,518,Engine cover,334,43,831,339
61.jpg,1186,518,Oil intake,485,247,548,296
61.jpg,1186,518,Oil pin,813,270,843,308
61.jpg,1186,518,Coolant,225,341,339,469
61.jpg,1186,518,Brake fluid,212,99,302,187
61.jpg,1186,518,Coolant,788,343,889,468
61.jpg,1186,518,Wiper fluid,1001,434,1084,488
61.jpg,1186,518,Battery,862,287,1185,470
61.jpg,1186,518,Fuse box,891,234,1101,300
61.jpg,1186,518,Air filter,13,227,313,465
75.jpg,4030,3022,Coolant,467,767,1045,1193
75.jpg,4030,3022,Wiper fluid,338,1319,638,1519
75.jpg,4030,3022,Brake fluid,1080,986,1267,1183
75.jpg,4030,3022,Oil intake,1226,1428,1451,1622
75.jpg,4030,3022,Oil pin,1090,1735,1219,1886
75.jpg,4030,3022,Air filter,2226,1557,3048,2270
75.jpg,4030,3022,Battery,2667,893,3371,1519
75.jpg,4030,3022,Fuse box,3271,861,3738,1486
49.jpg,1210,650,Coolant,50,122,152,194
49.jpg,1210,650,Wiper fluid,72,224,170,318
49.jpg,1210,650,Oil pin,226,247,278,307
49.jpg,1210,650,Brake fluid,247,81,335,205
49.jpg,1210,650,Oil intake,382,200,463,257
49.jpg,1210,650,Air filter,822,307,1177,467
49.jpg,1210,650,Battery,851,59,1107,301
49.jpg,1210,650,Fuse box,1062,139,1210,311
49.jpg,1210,650,Engine cover,313,118,789,367
606.jpg,1204,616,Engine cover,511,196,726,269
606.jpg,1204,616,Battery,249,85,443,265
606.jpg,1204,616,Fuse box,153,268,330,458
606.jpg,1204,616,Coolant,337,507,462,577
606.jpg,1204,616,Air filter,705,405,958,568
606.jpg,1204,616,Wiper fluid,972,429,1050,508
606.jpg,1204,616,Oil intake,855,370,918,414
606.jpg,1204,616,Brake fluid,710,118,763,173
606.jpg,1204,616,Oil pin,437,371,484,428
158.jpg,1208,742,Battery,87,28,249,239
158.jpg,1208,742,Fuse box,221,42,345,258
158.jpg,1208,742,Wiper fluid,99,239,157,298
158.jpg,1208,742,Oil pin,363,556,402,603
158.jpg,1208,742,Coolant,145,422,300,620
158.jpg,1208,742,Oil intake,769,450,832,518
158.jpg,1208,742,Brake fluid,858,118,972,207
616.jpg,1202,556,Air filter,45,277,242,496
616.jpg,1202,556,Oil pin,454,405,510,468
616.jpg,1202,556,Oil intake,363,143,435,207
616.jpg,1202,556,Coolant,817,70,967,190
616.jpg,1202,556,Wiper fluid,1037,229,1202,472
616.jpg,1202,556,Battery,859,218,1108,461
170.jpg,1192,578,Coolant,56,125,231,258
170.jpg,1192,578,Wiper fluid,69,246,223,463
170.jpg,1192,578,Engine cover,300,107,716,318
170.jpg,1192,578,Oil pin,241,211,286,288
170.jpg,1192,578,Brake fluid,258,53,351,163
170.jpg,1192,578,Air filter,757,211,1098,396
170.jpg,1192,578,Battery,808,57,1025,213
170.jpg,1192,578,Fuse box,1042,98,1192,251
602.jpg,1194,698,Battery,162,60,399,270
602.jpg,1194,698,Air filter,7,247,183,450
602.jpg,1194,698,Engine cover,340,129,745,471
602.jpg,1194,698,Oil intake,558,314,623,372
602.jpg,1194,698,Oil pin,700,305,733,370
602.jpg,1194,698,Wiper fluid,835,526,922,606
602.jpg,1194,698,Coolant,321,457,505,545
602.jpg,1194,698,Brake fluid,873,183,948,304
65.jpg,1128,566,Engine cover,229,97,630,221
65.jpg,1128,566,Oil pin,241,238,285,280
65.jpg,1128,566,Wiper fluid,136,190,196,364
65.jpg,1128,566,Coolant,811,335,887,388
65.jpg,1128,566,Battery,704,122,1033,341
65.jpg,1128,566,Air filter,82,79,242,198
65.jpg,1128,566,Fuse box,948,76,1058,155
65.jpg,1128,566,Coolant,658,50,743,177
65.jpg,1128,566,Brake fluid,221,38,378,130
59.jpg,1144,450,Engine cover,333,11,713,249
59.jpg,1144,450,Oil intake,338,117,401,170
59.jpg,1144,450,Brake fluid,193,221,283,312
59.jpg,1144,450,Coolant,141,116,314,232
59.jpg,1144,450,Wiper fluid,241,51,315,137
59.jpg,1144,450,Air filter,780,98,1032,223
178.jpg,1188,538,Air filter,69,124,284,320
178.jpg,1188,538,Engine cover,296,140,710,353
178.jpg,1188,538,Battery,772,157,962,333
178.jpg,1188,538,Fuse box,911,114,1092,278
178.jpg,1188,538,Coolant,780,55,922,158
178.jpg,1188,538,Brake fluid,683,95,768,180
178.jpg,1188,538,Oil pin,700,261,728,311
178.jpg,1188,538,Oil intake,574,156,636,196
178.jpg,1188,538,Wiper fluid,828,403,927,454
172.jpg,1084,454,Coolant,1,109,123,263
172.jpg,1084,454,Oil pin,249,151,289,187
172.jpg,1084,454,Oil intake,298,134,364,179
172.jpg,1084,454,Engine cover,366,68,636,264
172.jpg,1084,454,Brake fluid,664,101,732,210
172.jpg,1084,454,Battery,726,198,1009,328
172.jpg,1084,454,Fuse box,953,115,1084,228
548.jpg,1168,552,Wiper fluid,74,300,127,349
548.jpg,1168,552,Oil pin,382,270,424,331
548.jpg,1168,552,Oil intake,424,235,505,292
548.jpg,1168,552,Brake fluid,724,48,843,131
548.jpg,1168,552,Battery,770,177,967,317
548.jpg,1168,552,Fuse box,949,121,1095,290
548.jpg,1168,552,Air filter,569,79,752,191
12.jpg,4032,3024,Engine cover,1594,1566,2443,1870
12.jpg,4032,3024,Coolant,243,1225,914,1692
12.jpg,4032,3024,Brake fluid,1010,883,1327,1192
12.jpg,4032,3024,Wiper fluid,752,2183,1149,2518
12.jpg,4032,3024,Oil pin,1046,1150,1227,1325
12.jpg,4032,3024,Oil intake,1223,1486,1504,1721
12.jpg,4032,3024,Battery,2807,1499,3730,2263
12.jpg,4032,3024,Air filter,2775,679,3633,1466
574.jpg,1136,512,Wiper fluid,106,249,182,324
574.jpg,1136,512,Oil pin,398,162,433,212
574.jpg,1136,512,Oil intake,482,154,537,198
574.jpg,1136,512,Engine cover,288,109,644,262
574.jpg,1136,512,Brake fluid,795,43,906,120
574.jpg,1136,512,Fuse box,878,132,1050,212
574.jpg,1136,512,Battery,781,236,1009,412
574.jpg,1136,512,Coolant,268,381,314,421
18.jpg,622,1280,Oil pin,153,423,209,500
18.jpg,622,1280,Oil intake,121,532,220,615
18.jpg,622,1280,Battery,205,172,387,313
18.jpg,622,1280,Coolant,399,277,483,440
18.jpg,622,1280,Fuse box,48,56,139,138
575.jpg,1188,540,Wiper fluid,82,10,203,185
575.jpg,1188,540,Coolant,201,40,315,223
575.jpg,1188,540,Air filter,32,246,302,460
575.jpg,1188,540,Engine cover,373,4,834,371
575.jpg,1188,540,Oil intake,354,223,414,280
575.jpg,1188,540,Battery,865,138,1128,346
575.jpg,1188,540,Fuse box,885,346,1162,479
575.jpg,1188,540,Brake fluid,824,5,937,114
13.jpg,4032,3024,Engine cover,1575,1625,2462,1941
13.jpg,4032,3024,Coolant,246,1218,856,1715
13.jpg,4032,3024,Wiper fluid,775,2221,1162,2512
13.jpg,4032,3024,Oil pin,1001,1218,1197,1360
13.jpg,4032,3024,Oil intake,1214,1550,1485,1783
13.jpg,4032,3024,Brake fluid,904,779,1278,1154
13.jpg,4032,3024,Battery,2868,1599,3807,2389
13.jpg,4032,3024,Air filter,2885,695,3794,1563
561.jpg,1128,582,Coolant,64,120,239,316
561.jpg,1128,582,Wiper fluid,130,298,223,354
561.jpg,1128,582,Oil pin,389,148,427,199
561.jpg,1128,582,Battery,780,45,980,181
561.jpg,1128,582,Fuse box,961,109,1109,275
561.jpg,1128,582,Air filter,830,211,1012,350
561.jpg,1128,582,Oil intake,522,142,591,190
549.jpg,1202,612,Air filter,358,76,613,203
549.jpg,1202,612,Wiper fluid,4,358,72,414
549.jpg,1202,612,Oil intake,298,297,386,373
549.jpg,1202,612,Engine cover,267,180,700,402
549.jpg,1202,612,Brake fluid,806,55,951,149
549.jpg,1202,612,Battery,844,224,1124,393
549.jpg,1202,612,Fuse box,1075,162,1202,340
549.jpg,1202,612,Coolant,205,495,295,571
549.jpg,1202,612,Oil pin,545,416,591,452
173.jpg,976,352,Coolant,57,86,188,196
173.jpg,976,352,Wiper fluid,15,183,90,280
173.jpg,976,352,Engine cover,168,71,593,272
173.jpg,976,352,Oil intake,238,164,303,220
173.jpg,976,352,Oil pin,355,61,388,91
173.jpg,976,352,Brake fluid,648,62,692,164
173.jpg,976,352,Battery,686,110,954,274
173.jpg,976,352,Fuse box,680,53,906,117
179.jpg,936,366,Air filter,70,76,224,228
179.jpg,936,366,Brake fluid,82,43,185,94
179.jpg,936,366,Engine cover,236,107,526,257
179.jpg,936,366,Oil pin,336,210,368,241
179.jpg,936,366,Oil intake,459,178,511,223
179.jpg,936,366,Coolant,532,201,639,278
179.jpg,936,366,Wiper fluid,709,237,785,277
179.jpg,936,366,Battery,642,67,799,187
179.jpg,936,366,Fuse box,787,90,904,201
58.jpg,1060,482,Brake fluid,155,10,223,80
58.jpg,1060,482,Wiper fluid,60,144,134,240
58.jpg,1060,482,Oil intake,124,317,189,379
58.jpg,1060,482,Engine cover,250,118,597,279
58.jpg,1060,482,Oil pin,427,85,487,137
58.jpg,1060,482,Air filter,698,87,834,204
58.jpg,1060,482,Battery,767,216,955,382
58.jpg,1060,482,Fuse box,907,33,1025,181
64.jpg,1084,510,Engine cover,167,115,606,345
64.jpg,1084,510,Oil intake,204,268,276,333
64.jpg,1084,510,Oil pin,306,320,349,363
64.jpg,1084,510,Wiper fluid,112,256,169,410
64.jpg,1084,510,Coolant,850,412,917,459
64.jpg,1084,510,Battery,723,132,908,273
64.jpg,1084,510,Fuse box,918,144,1058,297
64.jpg,1084,510,Air filter,754,260,988,432
64.jpg,1084,510,Brake fluid,765,75,851,147
70.jpg,4032,3024,Coolant,446,1055,1046,1546
70.jpg,4032,3024,Brake fluid,927,923,1252,1152
70.jpg,4032,3024,Oil intake,1414,1197,1601,1339
70.jpg,4032,3024,Air filter,2772,1513,3239,2052
70.jpg,4032,3024,Wiper fluid,3201,1529,3433,1800
70.jpg,4032,3024,Battery,2633,1068,3256,1536
70.jpg,4032,3024,Fuse box,3101,1129,3497,1475
165.jpg,1072,626,Battery,105,12,326,125
165.jpg,1072,626,Fuse box,59,266,217,484
165.jpg,1072,626,Oil intake,252,285,315,339
165.jpg,1072,626,Coolant,271,403,521,571
165.jpg,1072,626,Brake fluid,762,31,842,149
165.jpg,1072,626,Engine cover,445,18,629,276
165.jpg,1072,626,Oil pin,766,166,794,211
165.jpg,1072,626,Wiper fluid,62,501,156,573
617.jpg,1088,534,Air filter,89,212,248,389
617.jpg,1088,534,Oil intake,360,119,420,174
617.jpg,1088,534,Oil pin,438,326,477,393
617.jpg,1088,534,Coolant,737,76,859,193
617.jpg,1088,534,Battery,768,209,957,384
617.jpg,1088,534,Wiper fluid,931,198,1053,403
171.jpg,1082,460,Air filter,6,132,247,339
171.jpg,1082,460,Engine cover,282,156,622,338
171.jpg,1082,460,Oil pin,392,301,435,334
171.jpg,1082,460,Oil intake,552,249,605,298
171.jpg,1082,460,Battery,797,154,1010,384
171.jpg,1082,460,Wiper fluid,1033,272,1079,326
171.jpg,1082,460,Fuse box,934,110,1082,281
171.jpg,1082,460,Brake fluid,672,39,752,117
171.jpg,1082,460,Coolant,745,39,880,126
159.jpg,1120,438,Wiper fluid,53,102,102,136
159.jpg,1120,438,Brake fluid,286,59,369,114
159.jpg,1120,438,Coolant,85,129,262,262
159.jpg,1120,438,Oil intake,316,165,379,205
159.jpg,1120,438,Air filter,446,242,876,414
159.jpg,1120,438,Battery,770,59,971,203
159.jpg,1120,438,Fuse box,942,127,1109,285
601.jpg,1196,552,Air filter,1,252,268,477
601.jpg,1196,552,Oil intake,633,193,691,239
601.jpg,1196,552,Battery,885,5,1153,231
601.jpg,1196,552,Fuse box,992,107,1196,241
601.jpg,1196,552,Oil pin,506,273,545,329
601.jpg,1196,552,Brake fluid,244,85,333,209
99.jpg,1102,570,Coolant,98,95,247,263
99.jpg,1102,570,Oil intake,405,162,459,207
99.jpg,1102,570,Oil pin,387,201,431,236
99.jpg,1102,570,Brake fluid,650,26,730,122
99.jpg,1102,570,Air filter,674,245,892,386
99.jpg,1102,570,Battery,734,28,880,222
99.jpg,1102,570,Fuse box,929,99,1007,274
99.jpg,1102,570,Wiper fluid,900,300,977,354
615.jpg,1194,532,Coolant,775,14,902,142
615.jpg,1194,532,Wiper fluid,892,95,1078,271
615.jpg,1194,532,Battery,873,255,1138,445
615.jpg,1194,532,Oil intake,352,94,431,162
615.jpg,1194,532,Oil pin,464,338,510,389
66.jpg,1138,490,Engine cover,248,92,714,379
66.jpg,1138,490,Oil intake,317,169,385,214
66.jpg,1138,490,Oil pin,360,409,411,443
66.jpg,1138,490,Wiper fluid,124,292,200,464
66.jpg,1138,490,Air filter,814,258,1018,386
66.jpg,1138,490,Battery,758,123,981,250
66.jpg,1138,490,Fuse box,978,135,1093,246
66.jpg,1138,490,Brake fluid,708,68,772,137
